time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,temperature_2m,relative_humidity_2m,wind_speed_10m,surface_pressure,precipitation
2026-06-22 06:00:00,18.3,14.5,573.0,11.7,2.5,89.0,76.0,,,,,
2026-06-22 07:00:00,21.0,16.1,785.0,16.3,3.4,89.0,75.0,,,,,
2026-06-22 08:00:00,27.0,19.4,887.0,18.3,4.4,96.0,75.0,,,,,
2026-06-22 09:00:00,33.8,22.2,766.0,14.9,5.6,114.0,75.0,,,,,
2026-06-22 10:00:00,34.1,22.1,535.0,8.9,7.0,139.0,75.0,,,,,
2026-06-22 11:00:00,31.8,20.8,356.0,4.3,7.9,158.0,76.0,,,,,
2026-06-22 12:00:00,30.5,20.0,297.0,3.0,8.0,167.0,77.0,,,,,
2026-06-22 13:00:00,30.2,19.6,291.0,3.1,7.7,170.0,77.0,,,,,
2026-06-22 14:00:00,32.1,20.5,299.0,3.8,7.5,171.0,84.0,,,,,
2026-06-22 15:00:00,34.2,21.9,249.0,3.6,7.8,174.0,101.0,,,,,
2026-06-22 16:00:00,34.6,22.3,213.0,3.8,8.3,175.0,119.0,,,,,
2026-06-22 17:00:00,24.3,17.2,365.0,7.6,5.8,139.0,136.0,,,,,
2026-06-22 18:00:00,24.8,18.5,887.0,24.8,6.5,110.0,142.0,,,,,
2026-06-22 19:00:00,28.4,24.2,1599.0,48.8,7.5,69.0,135.0,,,,,
2026-06-22 20:00:00,34.5,30.6,2130.0,67.9,8.2,36.0,116.0,,,,,
2026-06-22 21:00:00,39.6,35.7,2336.0,78.0,8.4,17.0,89.0,,,,,
2026-06-22 22:00:00,43.8,40.2,2363.0,83.2,8.4,6.0,78.0,,,,,
2026-06-22 23:00:00,45.9,42.7,2277.0,85.1,8.0,0.0,78.0,,,,,
2026-06-23 00:00:00,44.7,41.9,2049.0,83.3,7.2,0.0,79.0,,,,,
2026-06-23 01:00:00,41.7,39.3,1708.0,78.1,6.1,4.0,80.0,,,,,
2026-06-23 02:00:00,38.9,36.8,1410.0,71.5,5.1,9.0,80.0,,,,,
2026-06-23 03:00:00,37.0,35.0,1203.0,63.5,3.8,9.0,81.0,,,,,
2026-06-23 04:00:00,35.9,34.1,1039.0,54.0,2.7,10.0,82.0,,,,,
2026-06-23 05:00:00,27.5,25.9,925.0,35.0,4.7,33.0,83.0,,,,,
2026-06-23 06:00:00,26.0,24.5,892.0,31.1,7.0,55.0,83.0,,,,,
2026-06-23 07:00:00,25.4,23.6,910.0,25.5,10.2,86.0,84.0,,,,,
2026-06-23 08:00:00,26.5,20.8,892.0,19.8,12.3,114.0,85.0,,,,,
2026-06-23 09:00:00,27.2,20.3,794.0,14.1,12.2,137.0,85.0,,,,,
2026-06-23 10:00:00,25.9,19.2,661.0,8.4,11.0,157.0,85.0,,,,,
2026-06-23 11:00:00,27.7,20.9,542.0,4.3,9.8,172.0,85.0,,,,,
2026-06-23 12:00:00,24.9,19.1,447.0,2.8,9.1,179.0,85.0,,,,,
2026-06-23 13:00:00,22.7,17.8,365.0,3.0,8.5,181.0,84.0,,,,,
2026-06-23 14:00:00,21.8,17.3,321.0,3.6,8.0,179.0,96.0,,,,,
2026-06-23 15:00:00,20.9,16.6,285.0,2.2,7.5,177.0,123.0,,,,,
2026-06-23 16:00:00,20.0,15.8,285.0,1.3,7.1,173.0,142.0,,,,,
2026-06-23 17:00:00,16.5,13.1,431.0,7.2,6.9,157.0,154.0,,,,,
2026-06-23 18:00:00,16.4,12.5,861.0,27.6,7.9,124.0,157.0,,,,,
2026-06-23 19:00:00,22.6,19.4,1436.0,55.7,9.2,78.0,151.0,,,,,
2026-06-23 20:00:00,33.8,30.0,1854.0,76.3,10.1,43.0,132.0,,,,,
2026-06-23 21:00:00,38.8,35.2,1997.0,83.4,10.1,27.0,103.0,,,,,
2026-06-23 22:00:00,39.8,36.8,1982.0,82.9,9.7,22.0,82.0,,,,,
2026-06-23 23:00:00,39.1,36.6,1854.0,77.4,9.1,23.0,82.0,,,,,
2026-06-24 00:00:00,35.6,33.5,1564.0,65.0,8.3,33.0,81.0,,,,,
2026-06-24 01:00:00,31.3,29.4,1161.0,47.6,7.2,49.0,81.0,,,,,
2026-06-24 02:00:00,27.9,26.1,837.0,33.6,6.4,62.0,80.0,,,,,
2026-06-24 03:00:00,25.7,24.0,666.0,26.7,5.8,65.0,79.0,,,,,
2026-06-24 04:00:00,24.1,22.4,573.0,23.3,5.5,65.0,78.0,,,,,
2026-06-24 05:00:00,22.9,21.1,530.0,16.4,4.4,84.0,77.0,,,,,
2026-06-24 06:00:00,23.1,21.7,559.0,15.6,5.6,100.0,77.0,,,,,
2026-06-24 07:00:00,22.6,21.2,638.0,14.4,7.2,122.0,77.0,,,,,
2026-06-24 08:00:00,23.7,19.1,670.0,12.6,8.5,140.0,76.0,,,,,
2026-06-24 09:00:00,29.6,20.9,599.0,9.8,9.1,151.0,76.0,,,,,
2026-06-24 10:00:00,36.2,22.6,481.0,6.5,9.4,158.0,76.0,,,,,
2026-06-24 11:00:00,42.5,23.6,391.0,4.1,9.4,162.0,77.0,,,,,
2026-06-24 12:00:00,48.1,25.3,362.0,3.1,9.0,163.0,77.0,,,,,
2026-06-24 13:00:00,48.3,25.4,361.0,3.0,8.4,161.0,96.0,,,,,
2026-06-24 14:00:00,46.7,25.1,365.0,3.5,7.9,158.0,113.0,,,,,
2026-06-24 15:00:00,44.5,24.4,342.0,2.9,7.5,156.0,125.0,,,,,
2026-06-24 16:00:00,43.8,24.2,322.0,2.9,7.3,152.0,132.0,,,,,
2026-06-24 17:00:00,44.1,24.8,377.0,8.5,7.4,140.0,135.0,,,,,
2026-06-24 18:00:00,48.4,28.2,569.0,25.3,8.2,112.0,132.0,,,,,
2026-06-24 19:00:00,48.1,31.3,836.0,47.7,9.2,77.0,123.0,,,,,
2026-06-24 20:00:00,54.8,39.2,1052.0,64.3,9.9,49.0,105.0,,,,,
2026-06-24 21:00:00,56.3,42.4,1190.0,70.5,9.8,35.0,83.0,,,,,
2026-06-24 22:00:00,54.7,43.3,1279.0,70.9,9.3,29.0,84.0,,,,,
2026-06-24 23:00:00,51.5,42.3,1280.0,67.1,8.6,29.0,85.0,,,,,
2026-06-25 00:00:00,47.3,39.9,1145.0,57.9,7.8,35.0,85.0,,,,,
2026-06-25 01:00:00,42.1,36.2,923.0,44.6,6.8,46.0,86.0,,,,,
2026-06-25 02:00:00,37.7,32.6,724.0,32.9,5.9,57.0,86.0,,,,,
2026-06-25 03:00:00,35.2,29.9,576.0,24.6,5.0,66.0,87.0,,,,,
2026-06-25 04:00:00,31.9,26.5,451.0,17.9,4.3,75.0,87.0,,,,,
2026-06-25 05:00:00,30.7,24.9,373.0,13.6,4.1,85.0,87.0,,,,,
2026-06-25 06:00:00,30.2,24.1,371.0,13.3,4.8,96.0,88.0,,,,,
2026-06-25 07:00:00,32.2,25.6,415.0,15.4,6.0,107.0,88.0,,,,,
2026-06-25 08:00:00,45.6,27.4,440.0,15.9,7.3,120.0,88.0,,,,,
2026-06-25 09:00:00,56.0,29.7,414.0,12.6,8.8,137.0,89.0,,,,,
2026-06-25 10:00:00,62.2,31.8,369.0,7.7,10.5,155.0,90.0,,,,,
2026-06-25 11:00:00,68.9,34.6,337.0,4.1,11.6,168.0,90.0,,,,,
2026-06-25 12:00:00,72.6,36.1,329.0,2.9,11.6,174.0,91.0,,,,,
2026-06-25 13:00:00,75.2,38.1,334.0,3.0,11.1,175.0,92.0,,,,,
2026-06-25 14:00:00,69.6,36.2,348.0,3.6,10.6,174.0,107.0,,,,,
2026-06-25 15:00:00,69.6,36.7,334.0,2.3,10.2,173.0,124.0,,,,,
2026-06-25 16:00:00,65.2,34.7,330.0,1.5,9.9,168.0,138.0,,,,,
2026-06-25 17:00:00,40.6,26.8,440.0,8.4,7.7,166.0,148.0,,,,,
2026-06-25 18:00:00,42.5,28.4,766.0,27.8,8.7,135.0,153.0,,,,,
2026-06-25 19:00:00,45.9,34.0,1207.0,54.7,10.2,91.0,150.0,,,,,
2026-06-25 20:00:00,54.5,43.7,1564.0,76.2,11.0,55.0,134.0,,,,,
2026-06-25 21:00:00,57.0,47.6,1784.0,88.3,10.9,32.0,108.0,,,,,
2026-06-25 22:00:00,60.3,51.7,1921.0,94.9,10.2,16.0,97.0,,,,,
2026-06-25 23:00:00,62.4,54.7,1940.0,94.8,9.2,8.0,97.0,,,,,
2026-06-26 00:00:00,58.0,52.6,1789.0,84.8,7.8,11.0,98.0,,,,,
2026-06-26 01:00:00,51.2,47.4,1518.0,68.2,6.2,22.0,99.0,,,,,
2026-06-26 02:00:00,46.2,43.0,1248.0,53.2,5.0,33.0,100.0,,,,,
2026-06-26 03:00:00,43.1,39.8,987.0,42.6,4.4,38.0,101.0,,,,,
2026-06-26 04:00:00,40.2,37.4,726.0,33.8,4.2,42.0,103.0,,,,,
2026-06-26 05:00:00,43.8,41.2,553.0,38.3,4.9,33.0,104.0,,,,,
2026-06-26 06:00:00,41.4,38.2,540.0,32.5,6.7,57.0,105.0,,,,,
2026-06-26 07:00:00,36.6,31.5,616.0,24.3,9.3,91.0,107.0,,,,,
2026-06-26 08:00:00,36.9,28.1,655.0,17.1,11.6,122.0,107.0,,,,,
2026-06-26 09:00:00,40.5,29.2,595.0,11.9,13.5,147.0,108.0,,,,,
2026-06-26 10:00:00,46.0,31.7,499.0,7.6,15.2,169.0,107.0,,,,,
2026-06-26 11:00:00,48.9,33.3,425.0,4.7,16.0,186.0,107.0,,,,,
2026-06-26 12:00:00,49.0,34.2,394.0,3.5,15.5,196.0,107.0,,,,,
2026-06-26 13:00:00,48.1,34.3,386.0,3.6,14.3,200.0,107.0,,,,,
2026-06-26 14:00:00,47.8,34.9,396.0,4.3,13.2,201.0,115.0,,,,,
2026-06-26 15:00:00,49.2,36.2,407.0,3.0,12.7,203.0,146.0,,,,,
2026-06-26 16:00:00,49.5,36.3,436.0,2.2,12.4,201.0,165.0,,,,,
2026-06-26 17:00:00,50.6,35.2,529.0,9.1,11.7,186.0,177.0,,,,,
2026-06-26 18:00:00,51.2,35.9,728.0,32.6,12.4,148.0,183.0,,,,,
2026-06-26 19:00:00,59.8,45.4,991.0,64.8,13.2,96.0,180.0,,,,,
2026-06-26 20:00:00,69.8,53.7,1240.0,87.1,13.4,55.0,166.0,,,,,
2026-06-26 21:00:00,72.4,55.9,1489.0,91.0,12.3,37.0,141.0,,,,,
2026-06-26 22:00:00,65.2,53.1,1724.0,84.9,10.4,32.0,111.0,,,,,
2026-06-26 23:00:00,59.5,49.7,1822.0,75.7,8.7,31.0,112.0,,,,,
2026-06-27 00:00:00,52.9,45.1,1689.0,63.5,7.2,36.0,111.0,,,,,
2026-06-27 01:00:00,45.5,39.7,1419.0,48.1,5.9,45.0,110.0,,,,,
2026-06-27 02:00:00,39.9,35.0,1169.0,35.6,4.9,53.0,109.0,,,,,
2026-06-27 03:00:00,36.9,32.1,979.0,28.8,4.2,53.0,109.0,,,,,
2026-06-27 04:00:00,34.9,30.4,810.0,24.9,3.9,51.0,108.0,,,,,
2026-06-27 05:00:00,31.9,29.0,700.0,26.4,3.9,49.0,107.0,,,,,
2026-06-27 06:00:00,31.4,28.5,696.0,24.1,5.2,72.0,106.0,,,,,
2026-06-27 07:00:00,33.8,29.8,752.0,20.8,7.1,105.0,105.0,,,,,
2026-06-27 08:00:00,51.1,34.2,764.0,17.1,9.1,134.0,105.0,,,,,
2026-06-27 09:00:00,63.6,39.8,673.0,12.8,11.3,157.0,105.0,,,,,
2026-06-27 10:00:00,66.4,41.7,538.0,8.2,13.5,177.0,106.0,,,,,
2026-06-27 11:00:00,66.4,42.6,434.0,4.8,14.7,191.0,107.0,,,,,
2026-06-27 12:00:00,64.3,42.0,393.0,3.4,14.0,195.0,108.0,,,,,
2026-06-27 13:00:00,61.7,41.2,383.0,3.3,12.2,193.0,109.0,,,,,
2026-06-27 14:00:00,59.3,40.2,385.0,3.7,10.8,188.0,127.0,,,,,
2026-06-27 15:00:00,56.7,38.8,362.0,2.2,10.2,185.0,151.0,,,,,
2026-06-27 16:00:00,54.9,37.5,351.0,1.3,9.9,181.0,164.0,,,,,
2026-06-27 17:00:00,34.0,23.9,439.0,7.9,8.9,159.0,171.0,,,,,
2026-06-27 18:00:00,34.9,23.9,718.0,33.7,10.0,123.0,172.0,,,,,
2026-06-27 19:00:00,44.9,34.3,1096.0,69.0,11.4,72.0,163.0,,,,,
2026-06-27 20:00:00,55.1,44.4,1384.0,93.3,12.2,35.0,142.0,,,,,
2026-06-27 21:00:00,58.3,48.5,1518.0,97.0,11.9,22.0,108.0,,,,,
2026-06-27 22:00:00,56.2,48.7,1561.0,89.6,11.1,23.0,106.0,,,,,
2026-06-27 23:00:00,53.6,46.9,1513.0,79.2,10.1,27.0,105.0,,,,,
2026-06-28 00:00:00,50.1,44.0,1329.0,66.7,9.0,34.0,105.0,,,,,
2026-06-28 01:00:00,45.9,40.4,1054.0,51.1,7.8,45.0,105.0,,,,,
2026-06-28 02:00:00,41.2,36.2,821.0,38.0,6.9,55.0,105.0,,,,,
2026-06-28 03:00:00,36.6,32.4,676.0,29.5,6.3,61.0,105.0,,,,,
2026-06-28 04:00:00,33.5,29.6,572.0,23.5,5.9,66.0,105.0,,,,,
2026-06-28 05:00:00,32.7,29.3,502.0,22.0,5.7,66.0,105.0,,,,,
2026-06-28 06:00:00,32.7,28.8,478.0,18.4,7.1,89.0,105.0,,,,,
2026-06-28 07:00:00,35.6,30.0,487.0,13.4,9.1,120.0,105.0,,,,,
2026-06-28 08:00:00,45.6,32.7,485.0,9.1,10.7,146.0,105.0,,,,,
2026-06-28 09:00:00,52.5,36.0,451.0,6.4,11.6,159.0,105.0,,,,,
2026-06-28 10:00:00,53.3,36.2,405.0,4.5,12.1,167.0,104.0,,,,,
2026-06-28 11:00:00,51.9,34.6,367.0,3.2,12.2,171.0,104.0,,,,,
2026-06-28 12:00:00,50.2,32.8,341.0,2.5,11.6,172.0,103.0,,,,,
2026-06-28 13:00:00,47.4,30.9,322.0,2.5,10.7,170.0,102.0,,,,,
2026-06-28 14:00:00,44.9,29.3,311.0,2.7,9.9,168.0,120.0,,,,,
2026-06-28 15:00:00,43.1,28.2,288.0,2.3,9.6,168.0,137.0,,,,,
2026-06-28 16:00:00,41.8,27.2,272.0,2.2,9.5,166.0,147.0,,,,,
2026-06-28 17:00:00,41.2,26.5,321.0,5.1,9.6,159.0,151.0,,,,,
2026-06-28 18:00:00,40.9,26.0,492.0,13.9,9.9,140.0,151.0,,,,,
2026-06-28 19:00:00,45.4,32.4,727.0,25.7,10.4,114.0,146.0,,,,,
2026-06-28 20:00:00,48.4,36.2,909.0,34.9,10.7,93.0,134.0,,,,,
2026-06-28 21:00:00,50.9,38.3,1003.0,39.5,10.7,80.0,117.0,,,,,
2026-06-28 22:00:00,55.8,41.8,1045.0,41.5,10.4,71.0,98.0,,,,,
2026-06-28 23:00:00,60.5,45.9,1024.0,41.6,10.0,64.0,96.0,,,,,
2026-06-29 00:00:00,61.7,47.8,904.0,39.4,9.2,59.0,96.0,,,,,
2026-06-29 01:00:00,57.7,46.3,721.0,35.4,8.1,55.0,97.0,,,,,
2026-06-29 02:00:00,52.0,43.0,572.0,31.0,7.3,55.0,97.0,,,,,
2026-06-29 03:00:00,47.4,39.8,487.0,26.5,6.8,57.0,98.0,,,,,
2026-06-29 04:00:00,44.2,37.5,436.0,21.7,6.5,63.0,98.0,,,,,
2026-06-29 05:00:00,48.5,39.3,430.0,19.4,6.0,61.0,99.0,,,,,
2026-06-29 06:00:00,48.3,39.2,509.0,17.5,7.5,83.0,100.0,,,,,
2026-06-29 07:00:00,52.2,40.4,633.0,14.7,9.7,114.0,101.0,,,,,
2026-06-29 08:00:00,58.1,41.2,692.0,12.0,11.4,141.0,102.0,,,,,
2026-06-29 09:00:00,58.1,40.6,615.0,9.3,12.4,160.0,103.0,,,,,
2026-06-29 10:00:00,56.6,39.3,472.0,6.5,13.0,175.0,103.0,,,,,
2026-06-29 11:00:00,55.1,38.2,364.0,4.5,13.2,186.0,103.0,,,,,
2026-06-29 12:00:00,55.6,38.5,333.0,3.6,12.7,191.0,104.0,,,,,
2026-06-29 13:00:00,53.2,37.1,337.0,3.4,11.8,191.0,104.0,,,,,
2026-06-29 14:00:00,50.1,34.9,348.0,3.7,11.1,189.0,130.0,,,,,
2026-06-29 15:00:00,48.0,33.3,345.0,3.5,10.8,188.0,152.0,,,,,
2026-06-29 16:00:00,47.3,32.7,349.0,3.8,10.8,184.0,164.0,,,,,
2026-06-29 17:00:00,52.4,38.1,396.0,7.6,10.7,177.0,171.0,,,,,
2026-06-29 18:00:00,51.7,38.5,523.0,13.8,10.6,158.0,174.0,,,,,
2026-06-29 19:00:00,51.0,41.3,692.0,22.5,10.3,132.0,171.0,,,,,
2026-06-29 20:00:00,53.1,43.5,828.0,29.7,10.1,109.0,162.0,,,,,
2026-06-29 21:00:00,55.4,45.2,919.0,34.4,9.9,93.0,149.0,,,,,
2026-06-29 22:00:00,58.4,47.7,977.0,37.6,9.6,81.0,128.0,,,,,
2026-06-29 23:00:00,61.0,50.2,963.0,38.4,9.3,73.0,112.0,,,,,
2026-06-30 00:00:00,62.2,51.2,825.0,35.8,8.8,70.0,113.0,,,,,
2026-06-30 01:00:00,61.5,50.6,615.0,30.8,8.2,72.0,113.0,,,,,
2026-06-30 02:00:00,60.1,49.5,450.0,26.1,7.8,75.0,113.0,,,,,
2026-06-30 03:00:00,59.1,48.4,375.0,22.4,7.5,78.0,114.0,,,,,
2026-06-30 04:00:00,58.8,47.5,345.0,18.9,7.2,83.0,115.0,,,,,
2026-06-30 05:00:00,59.5,48.4,337.0,20.6,7.9,79.0,116.0,,,,,
2026-06-30 06:00:00,58.1,47.8,358.0,18.1,9.5,99.0,117.0,,,,,
2026-06-30 07:00:00,65.2,48.0,401.0,14.6,11.7,126.0,118.0,,,,,
2026-06-30 08:00:00,71.2,48.5,426.0,11.4,13.5,150.0,119.0,,,,,
2026-06-30 09:00:00,74.7,48.3,410.0,8.8,14.7,168.0,119.0,,,,,
2026-06-30 10:00:00,77.5,49.1,376.0,6.4,15.5,182.0,120.0,,,,,
2026-06-30 11:00:00,78.5,49.9,347.0,4.7,15.7,190.0,121.0,,,,,
2026-06-30 12:00:00,75.7,49.5,330.0,3.8,14.8,190.0,123.0,,,,,
2026-06-30 13:00:00,82.7,55.8,318.0,3.6,13.2,185.0,124.0,,,,,
2026-06-30 14:00:00,67.1,46.1,316.0,4.1,11.9,179.0,141.0,,,,,
2026-06-30 15:00:00,62.2,43.5,332.0,5.3,11.2,173.0,156.0,,,,,
2026-06-30 16:00:00,64.0,45.2,358.0,7.2,10.7,167.0,163.0,,,,,
2026-06-30 17:00:00,62.2,44.5,375.0,8.2,10.6,169.0,166.0,,,,,
2026-06-30 18:00:00,70.3,51.5,368.0,10.2,10.5,160.0,166.0,,,,,
2026-06-30 19:00:00,76.8,58.0,353.0,13.2,10.2,147.0,163.0,,,,,
2026-06-30 20:00:00,73.8,57.0,359.0,16.3,9.9,133.0,156.0,,,,,
2026-06-30 21:00:00,69.8,56.0,409.0,19.6,9.3,120.0,146.0,,,,,
2026-06-30 22:00:00,68.2,54.1,480.0,23.1,8.6,106.0,135.0,,,,,
2026-06-30 23:00:00,68.0,53.4,536.0,26.1,8.0,93.0,136.0,,,,,
2026-07-01 00:00:00,67.1,53.7,567.0,28.8,7.5,79.0,136.0,,,,,
2026-07-01 01:00:00,64.0,52.9,584.0,31.0,7.0,67.0,137.0,,,,,
2026-07-01 02:00:00,60.5,50.5,581.0,31.1,6.6,60.0,137.0,,,,,
2026-07-01 03:00:00,59.6,48.4,542.0,27.6,6.3,62.0,137.0,,,,,
2026-07-01 04:00:00,62.4,48.2,483.0,22.1,6.0,70.0,137.0,,,,,
2026-07-01 05:00:00,48.3,35.4,446.0,7.5,5.7,126.0,137.0,,,,,
2026-07-01 06:00:00,37.7,28.8,463.0,10.1,6.3,125.0,136.0,,,,,
2026-07-01 07:00:00,41.0,27.6,503.0,13.5,7.2,125.0,134.0,,,,,
2026-07-01 08:00:00,50.4,30.9,512.0,14.9,8.2,129.0,132.0,,,,,
2026-07-01 09:00:00,79.4,42.5,455.0,12.3,9.4,143.0,130.0,,,,,
2026-07-01 10:00:00,92.4,47.0,368.0,7.8,10.7,161.0,129.0,,,,,
2026-07-01 11:00:00,96.2,48.2,306.0,4.4,11.4,174.0,129.0,,,,,
2026-07-01 12:00:00,97.3,47.8,290.0,3.5,11.1,178.0,129.0,,,,,
2026-07-01 13:00:00,97.3,47.0,299.0,3.7,10.2,176.0,129.0,,,,,
2026-07-01 14:00:00,97.6,46.1,326.0,4.5,9.5,173.0,128.0,,,,,
2026-07-01 15:00:00,108.5,48.3,373.0,5.1,9.6,170.0,134.0,,,,,
2026-07-01 16:00:00,95.2,44.2,438.0,6.1,9.9,164.0,144.0,,,,,
2026-07-01 17:00:00,145.3,59.8,506.0,10.2,10.0,153.0,151.0,,,,,
2026-07-01 18:00:00,154.6,63.6,572.0,13.6,10.2,141.0,153.0,,,,,
2026-07-01 19:00:00,156.0,65.4,641.0,18.2,10.5,125.0,149.0,,,,,
2026-07-01 20:00:00,122.5,60.1,709.0,22.1,10.4,111.0,139.0,,,,,
2026-07-01 21:00:00,91.5,50.3,799.0,24.7,9.7,101.0,132.0,,,,,
2026-07-01 22:00:00,86.8,48.4,887.0,26.4,8.7,94.0,131.0,,,,,
2026-07-01 23:00:00,85.7,48.7,905.0,26.6,7.6,89.0,131.0,,,,,
2026-07-02 00:00:00,81.5,47.7,788.0,24.4,6.4,88.0,130.0,,,,,
2026-07-02 01:00:00,62.4,39.9,599.0,20.7,5.2,89.0,130.0,,,,,
2026-07-02 02:00:00,44.5,32.1,459.0,17.2,4.3,92.0,128.0,,,,,
2026-07-02 03:00:00,43.1,32.5,425.0,14.0,3.7,96.0,127.0,,,,,
2026-07-02 04:00:00,36.7,29.0,440.0,11.1,3.4,101.0,125.0,,,,,
2026-07-02 05:00:00,55.6,43.2,453.0,27.8,7.5,59.0,123.0,,,,,
2026-07-02 06:00:00,60.3,48.3,446.0,26.6,8.8,67.0,124.0,,,,,
2026-07-02 07:00:00,62.9,44.9,437.0,24.7,10.7,79.0,126.0,,,,,
2026-07-02 08:00:00,84.8,47.1,424.0,22.1,12.9,97.0,127.0,,,,,
2026-07-02 09:00:00,91.3,49.2,405.0,18.2,15.9,125.0,129.0,,,,,
2026-07-02 10:00:00,87.5,47.3,383.0,13.6,19.1,158.0,130.0,,,,,
2026-07-02 11:00:00,79.6,44.2,365.0,9.8,20.9,184.0,130.0,,,,,
2026-07-02 12:00:00,80.6,45.3,354.0,7.3,20.0,197.0,129.0,,,,,
2026-07-02 13:00:00,84.3,46.9,347.0,5.6,17.7,203.0,129.0,,,,,
2026-07-02 14:00:00,87.8,48.0,348.0,4.9,15.7,203.0,129.0,,,,,
2026-07-02 15:00:00,90.8,48.8,358.0,4.1,14.7,199.0,132.0,,,,,
2026-07-02 16:00:00,93.4,49.5,375.0,4.2,14.0,190.0,155.0,,,,,
2026-07-02 17:00:00,85.2,44.6,401.0,7.8,9.5,155.0,170.0,,,,,
2026-07-02 18:00:00,97.6,47.0,439.0,20.4,9.8,132.0,175.0,,,,,
2026-07-02 19:00:00,97.1,52.0,485.0,37.7,10.1,99.0,171.0,,,,,
2026-07-02 20:00:00,103.1,58.0,528.0,50.8,10.2,73.0,157.0,,,,,
2026-07-02 21:00:00,103.8,60.5,571.0,56.0,9.9,60.0,133.0,,,,,
2026-07-02 22:00:00,96.6,60.1,612.0,56.9,9.3,54.0,126.0,,,,,
2026-07-02 23:00:00,87.1,57.9,631.0,55.9,8.6,49.0,127.0,,,,,
2026-07-03 00:00:00,81.0,56.0,619.0,53.2,7.8,44.0,128.0,,,,,
2026-07-03 01:00:00,75.9,53.4,585.0,48.6,7.0,41.0,129.0,,,,,
2026-07-03 02:00:00,70.5,49.9,537.0,43.3,6.2,41.0,131.0,,,,,
2026-07-03 03:00:00,70.1,49.5,455.0,37.0,5.5,44.0,132.0,,,,,
2026-07-03 04:00:00,72.4,47.5,360.0,30.1,4.8,49.0,134.0,,,,,
2026-07-03 05:00:00,34.5,27.7,318.0,19.7,4.4,72.0,136.0,,,,,
2026-07-03 06:00:00,32.7,26.9,386.0,19.8,6.2,88.0,135.0,,,,,
2026-07-03 07:00:00,34.9,26.7,508.0,19.7,8.6,110.0,132.0,,,,,
2026-07-03 08:00:00,49.1,28.9,584.0,18.4,10.8,133.0,130.0,,,,,
2026-07-03 09:00:00,77.1,37.3,558.0,14.5,12.3,155.0,129.0,,,,,
2026-07-03 10:00:00,96.2,44.2,487.0,9.2,13.5,177.0,127.0,,,,,
2026-07-03 11:00:00,101.5,47.0,436.0,5.4,14.3,194.0,127.0,,,,,
2026-07-03 12:00:00,99.2,46.8,437.0,4.1,14.4,204.0,127.0,,,,,
2026-07-03 13:00:00,92.9,44.9,460.0,4.2,14.1,210.0,127.0,,,,,
2026-07-03 14:00:00,83.8,41.9,478.0,4.9,13.8,212.0,137.0,,,,,
2026-07-03 15:00:00,81.0,41.8,455.0,2.8,13.7,215.0,160.0,,,,,
2026-07-03 16:00:00,78.5,41.6,428.0,1.3,13.8,215.0,177.0,,,,,
2026-07-03 17:00:00,45.5,25.6,482.0,8.9,8.5,160.0,190.0,,,,,
2026-07-03 18:00:00,47.0,26.0,678.0,37.5,9.5,119.0,191.0,,,,,
2026-07-03 19:00:00,53.9,35.2,955.0,76.9,11.0,62.0,181.0,,,,,
2026-07-03 20:00:00,69.2,48.0,1222.0,106.3,12.3,19.0,160.0,,,,,
2026-07-03 21:00:00,81.5,58.9,1475.0,117.8,13.7,3.0,124.0,,,,,
2026-07-03 22:00:00,85.2,62.4,1718.0,119.3,15.0,2.0,118.0,,,,,
2026-07-03 23:00:00,85.4,63.6,1869.0,113.8,15.3,6.0,118.0,,,,,
2026-07-04 00:00:00,80.6,61.2,1893.0,99.0,13.8,14.0,119.0,,,,,
2026-07-04 01:00:00,70.3,54.7,1825.0,77.2,11.4,28.0,119.0,,,,,
2026-07-04 02:00:00,61.2,48.8,1691.0,57.6,9.3,41.0,119.0,,,,,
2026-07-04 03:00:00,53.2,42.8,1456.0,43.1,8.0,50.0,119.0,,,,,
2026-07-04 04:00:00,46.9,37.8,1155.0,30.8,7.0,59.0,119.0,,,,,
2026-07-04 05:00:00,53.1,43.7,914.0,31.7,7.4,55.0,118.0,,,,,
2026-07-04 06:00:00,48.2,39.8,791.0,26.8,8.6,80.0,119.0,,,,,
2026-07-04 07:00:00,45.4,35.0,728.0,19.9,10.2,115.0,121.0,,,,,
2026-07-04 08:00:00,53.3,35.0,674.0,13.9,11.9,146.0,121.0,,,,,
2026-07-04 09:00:00,58.1,36.1,613.0,9.9,13.8,168.0,122.0,,,,,
2026-07-04 10:00:00,61.7,37.8,560.0,6.8,15.7,184.0,122.0,,,,,
2026-07-04 11:00:00,63.6,38.2,512.0,4.7,16.6,196.0,121.0,,,,,
2026-07-04 12:00:00,63.6,38.5,462.0,3.7,15.8,201.0,120.0,,,,,
2026-07-04 13:00:00,63.3,38.8,417.0,3.6,14.1,200.0,120.0,,,,,
2026-07-04 14:00:00,61.2,37.7,392.0,4.0,12.5,197.0,141.0,,,,,
2026-07-04 15:00:00,59.1,36.4,370.0,0.8,11.4,195.0,162.0,,,,,
2026-07-04 16:00:00,57.0,34.9,368.0,0.0,10.5,190.0,175.0,,,,,
2026-07-04 17:00:00,50.1,30.7,452.0,8.1,10.3,174.0,182.0,,,,,
2026-07-04 18:00:00,49.5,30.4,681.0,39.5,11.3,130.0,183.0,,,,,
