time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,temperature_2m,relative_humidity_2m,wind_speed_10m,surface_pressure,precipitation
2026-06-13 20:00:00,41.0,23.8,856.0,18.6,6.7,127.0,133.0,,,,,
2026-06-13 21:00:00,41.3,27.9,996.0,30.7,6.9,102.0,125.0,,,,,
2026-06-13 22:00:00,43.7,31.7,1116.0,45.7,6.9,71.0,112.0,,,,,
2026-06-13 23:00:00,46.0,36.1,1205.0,55.7,6.7,47.0,92.0,,,,,
2026-06-14 00:00:00,43.9,36.8,1269.0,56.5,6.2,37.0,87.0,,,,,
2026-06-14 01:00:00,42.4,35.6,1304.0,52.1,5.5,35.0,87.0,,,,,
2026-06-14 02:00:00,41.8,36.9,1284.0,46.8,4.9,35.0,87.0,,,,,
2026-06-14 03:00:00,41.2,36.4,1181.0,41.6,4.3,34.0,88.0,,,,,
2026-06-14 04:00:00,40.6,35.9,1024.0,35.4,3.9,36.0,88.0,,,,,
2026-06-14 05:00:00,41.1,37.3,873.0,37.5,4.9,32.0,89.0,,,,,
2026-06-14 06:00:00,39.3,35.2,745.0,30.4,7.8,62.0,89.0,,,,,
2026-06-14 07:00:00,36.0,27.6,623.0,20.4,11.8,105.0,89.0,,,,,
2026-06-14 08:00:00,41.1,22.5,523.0,12.3,14.2,139.0,89.0,,,,,
2026-06-14 09:00:00,57.0,25.2,454.0,7.7,13.7,157.0,89.0,,,,,
2026-06-14 10:00:00,66.6,28.6,407.0,4.9,11.7,166.0,89.0,,,,,
2026-06-14 11:00:00,68.7,29.7,370.0,3.1,10.0,172.0,88.0,,,,,
2026-06-14 12:00:00,68.9,30.0,339.0,2.2,9.1,174.0,89.0,,,,,
2026-06-14 13:00:00,66.1,29.0,319.0,2.2,8.5,172.0,89.0,,,,,
2026-06-14 14:00:00,64.7,28.5,308.0,2.6,8.1,169.0,111.0,,,,,
2026-06-14 15:00:00,62.6,27.4,297.0,2.8,7.9,166.0,133.0,,,,,
2026-06-14 16:00:00,61.7,26.8,296.0,3.4,7.8,162.0,146.0,,,,,
2026-06-14 17:00:00,58.0,24.9,331.0,4.8,7.1,151.0,151.0,,,,,
2026-06-14 18:00:00,59.8,25.6,420.0,8.7,7.9,142.0,150.0,,,,,
2026-06-14 19:00:00,58.1,26.4,546.0,14.2,8.9,128.0,145.0,,,,,
2026-06-14 20:00:00,53.0,28.1,687.0,19.0,9.5,114.0,135.0,,,,,
2026-06-14 21:00:00,48.2,29.5,869.0,22.8,9.2,100.0,123.0,,,,,
2026-06-14 22:00:00,44.4,30.4,1065.0,25.9,8.3,85.0,107.0,,,,,
2026-06-14 23:00:00,41.6,30.3,1173.0,27.6,7.4,73.0,90.0,,,,,
2026-06-15 00:00:00,39.0,29.0,1133.0,27.0,6.4,65.0,90.0,,,,,
2026-06-15 01:00:00,36.4,27.4,1005.0,25.0,5.4,60.0,89.0,,,,,
2026-06-15 02:00:00,33.3,25.6,871.0,23.0,4.6,56.0,89.0,,,,,
2026-06-15 03:00:00,29.9,23.5,740.0,21.8,3.9,50.0,88.0,,,,,
2026-06-15 04:00:00,27.0,21.5,603.0,20.7,3.5,46.0,87.0,,,,,
2026-06-15 05:00:00,23.7,19.8,512.0,20.1,3.8,49.0,86.0,,,,,
2026-06-15 06:00:00,22.8,18.5,512.0,18.0,6.5,72.0,84.0,,,,,
2026-06-15 07:00:00,27.2,18.7,559.0,14.9,10.3,104.0,83.0,,,,,
2026-06-15 08:00:00,46.6,22.7,575.0,12.0,12.9,131.0,82.0,,,,,
2026-06-15 09:00:00,53.7,25.0,517.0,9.2,13.3,146.0,82.0,,,,,
2026-06-15 10:00:00,56.5,25.8,429.0,6.6,12.6,155.0,82.0,,,,,
2026-06-15 11:00:00,53.6,24.7,360.0,4.6,11.7,162.0,82.0,,,,,
2026-06-15 12:00:00,51.6,24.4,330.0,3.6,10.8,168.0,82.0,,,,,
2026-06-15 13:00:00,49.8,24.1,320.0,3.3,9.8,172.0,81.0,,,,,
2026-06-15 14:00:00,50.9,25.0,322.0,3.6,9.0,174.0,103.0,,,,,
2026-06-15 15:00:00,50.4,25.4,294.0,3.9,8.5,173.0,124.0,,,,,
2026-06-15 16:00:00,49.7,25.4,277.0,4.7,8.1,170.0,139.0,,,,,
2026-06-15 17:00:00,72.2,41.9,390.0,10.0,9.5,156.0,147.0,,,,,
2026-06-15 18:00:00,70.8,41.4,753.0,12.5,10.0,149.0,149.0,,,,,
2026-06-15 19:00:00,69.2,41.4,1246.0,16.2,10.5,139.0,148.0,,,,,
2026-06-15 20:00:00,66.8,41.4,1620.0,20.6,10.7,125.0,143.0,,,,,
2026-06-15 21:00:00,61.9,40.2,1781.0,26.7,10.1,105.0,134.0,,,,,
2026-06-15 22:00:00,58.6,38.5,1823.0,33.5,9.1,82.0,120.0,,,,,
2026-06-15 23:00:00,54.2,40.6,1782.0,37.8,8.0,64.0,100.0,,,,,
2026-06-16 00:00:00,50.5,39.9,1643.0,38.1,7.0,53.0,87.0,,,,,
2026-06-16 01:00:00,47.0,38.3,1419.0,35.8,5.9,46.0,88.0,,,,,
2026-06-16 02:00:00,44.1,35.9,1191.0,32.8,5.1,43.0,89.0,,,,,
2026-06-16 03:00:00,46.6,36.1,961.0,29.0,4.5,42.0,90.0,,,,,
2026-06-16 04:00:00,44.6,34.0,726.0,24.4,4.2,44.0,91.0,,,,,
2026-06-16 05:00:00,38.2,29.7,552.0,21.6,4.2,49.0,92.0,,,,,
2026-06-16 06:00:00,39.2,28.9,483.0,19.6,5.9,70.0,93.0,,,,,
2026-06-16 07:00:00,50.8,29.8,475.0,16.7,8.2,99.0,94.0,,,,,
2026-06-16 08:00:00,68.2,38.1,460.0,13.7,10.1,125.0,94.0,,,,,
2026-06-16 09:00:00,72.6,41.4,410.0,10.3,11.2,146.0,96.0,,,,,
2026-06-16 10:00:00,75.0,42.4,353.0,6.8,11.8,165.0,97.0,,,,,
2026-06-16 11:00:00,73.1,41.6,312.0,4.3,11.9,178.0,98.0,,,,,
2026-06-16 12:00:00,72.4,41.2,295.0,3.4,11.3,182.0,100.0,,,,,
2026-06-16 13:00:00,74.7,42.4,293.0,3.7,10.1,179.0,101.0,,,,,
2026-06-16 14:00:00,72.2,41.9,300.0,4.5,9.1,174.0,110.0,,,,,
2026-06-16 15:00:00,69.4,41.3,300.0,4.0,8.5,170.0,132.0,,,,,
2026-06-16 16:00:00,71.0,42.8,309.0,4.2,8.0,164.0,147.0,,,,,
2026-06-16 17:00:00,60.8,41.1,366.0,9.8,7.7,153.0,154.0,,,,,
2026-06-16 18:00:00,46.3,34.3,515.0,16.0,7.6,138.0,155.0,,,,,
2026-06-16 19:00:00,40.6,31.2,712.0,24.5,7.5,117.0,151.0,,,,,
2026-06-16 20:00:00,40.6,34.1,863.0,31.1,7.3,99.0,138.0,,,,,
2026-06-16 21:00:00,44.2,37.8,924.0,33.8,7.0,88.0,120.0,,,,,
2026-06-16 22:00:00,45.4,37.5,938.0,34.6,6.5,80.0,105.0,,,,,
2026-06-16 23:00:00,47.3,38.6,940.0,35.1,6.1,71.0,105.0,,,,,
2026-06-17 00:00:00,48.3,39.9,947.0,36.2,5.7,60.0,105.0,,,,,
2026-06-17 01:00:00,46.8,39.9,942.0,37.0,5.2,48.0,105.0,,,,,
2026-06-17 02:00:00,45.1,39.3,906.0,36.9,4.8,39.0,105.0,,,,,
2026-06-17 03:00:00,43.3,38.3,806.0,35.5,4.1,31.0,106.0,,,,,
2026-06-17 04:00:00,41.4,36.9,675.0,33.1,3.4,26.0,106.0,,,,,
2026-06-17 05:00:00,44.4,38.1,589.0,24.5,4.2,43.0,106.0,,,,,
2026-06-17 06:00:00,45.1,36.4,601.0,22.9,6.7,63.0,107.0,,,,,
2026-06-17 07:00:00,44.5,34.9,658.0,20.5,10.1,90.0,108.0,,,,,
2026-06-17 08:00:00,46.8,32.1,680.0,17.5,12.9,117.0,108.0,,,,,
2026-06-17 09:00:00,43.5,30.5,619.0,13.3,14.7,141.0,108.0,,,,,
2026-06-17 10:00:00,48.8,32.0,522.0,8.6,15.9,164.0,107.0,,,,,
2026-06-17 11:00:00,54.8,34.6,448.0,5.1,16.1,180.0,105.0,,,,,
2026-06-17 12:00:00,56.3,35.4,420.0,3.7,14.7,185.0,105.0,,,,,
2026-06-17 13:00:00,70.1,43.7,416.0,3.7,12.3,182.0,104.0,,,,,
2026-06-17 14:00:00,66.4,42.8,427.0,4.6,10.5,177.0,105.0,,,,,
2026-06-17 15:00:00,60.8,39.5,417.0,6.0,9.8,171.0,129.0,,,,,
2026-06-17 16:00:00,64.5,42.1,422.0,8.3,9.6,163.0,147.0,,,,,
2026-06-17 17:00:00,48.2,31.9,541.0,9.7,8.1,155.0,155.0,,,,,
2026-06-17 18:00:00,47.8,34.0,864.0,19.6,7.9,134.0,157.0,,,,,
